
"Course & Section Code","Meeting & Section","Restrictions & Instructions","Day(s)","Start","End","Location","Instructor","Changes"
"ACTB40H3 F","LEC01","W","TU","10:00","11:00","IC 200","S.Damouras",""
"ACTB40H3 F","LEC01","","TH","10:00","11:00","IC 200","",""
"ACTB40H3 F","TUT0001","","TU","15:00","16:00","IC 208","",""
"ACTB47H3 S","LEC01","W","WE","09:00","10:00","BV 355","S.Damouras",""
"ACTB47H3 S","LEC01","","FR","09:00","11:00","MW 140","",""
"AFSA01H3 F","LEC01","W","TU","10:00","12:00","IC 220","T.Kepe/S.Rockel/N.Ten Kortenaar",""
"AFSA03H3 S","LEC01","W,C","FR","10:00","13:00","MW 110","L.Chan",""
"AFSB01H3 S","LEC01","W","TU","13:00","15:00","IC 320","M.Mulugetta",""
"AFSB01H3 S","TUT0001","","","","","","","Cancelled. 09/06/12"
"AFSB01H3 S","TUT0002","","TU","15:00","16:00","AA 209","",""
"ANTA01H3 F","LEC01","W","TU","11:00","13:00","SY 110","G.Dewar",""
"ANTA01H3 F","LEC02","W","TH","12:00","14:00","AA 112","G.Dewar",""
"ANTA01H3 F","LEC03","W","MO","15:00","17:00","SY 110","M.Silcox",""
"ANTA01H3 F","TUT0001","","TH","14:00","15:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0002","","TH","15:00","16:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0003","","TH","16:00","17:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0004","","TH","17:00","18:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0005","","TH","18:00","19:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0006","","FR","10:00","11:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0007","","FR","11:00","12:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0008","","FR","12:00","13:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0009","","","","","","","Cancelled. 08/10/12"
"ANTA01H3 F","TUT0010","","","","","","","Cancelled. 08/10/12"
"ANTA01H3 F","TUT0011","","TH","10:00","11:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0012","","TH","11:00","12:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0013","","TH","12:00","13:00","MW 329","","Held every other Week. Starts week 1."
"ANTA01H3 F","TUT0014","","","","","","","Cancelled. 09/12/12"
"ANTA01H3 F","TUT0015","","TH","14:00","15:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0016","","TH","15:00","16:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0017","","TH","16:00","17:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0018","","TH","17:00","18:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0019","","TH","18:00","19:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0020","","FR","10:00","11:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0021","","FR","11:00","12:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0022","","FR","12:00","13:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0025","","TH","10:00","11:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0026","","TH","11:00","12:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0027","","TH","12:00","13:00","MW 329","","Held every other week. Starts Week 2"
"ANTA01H3 F","TUT0028","","","","","","","Cancelled. 09/12/12"
"ANTA02H3 F","LEC01","W","MO","10:00","12:00","HW 216","B.Dahl",""
"ANTA02H3 F","TUT0001","","MO","12:00","13:00","HW 402","",""
"ANTA02H3 F","TUT0002","","MO","13:00","14:00","SW 143","",""
"ANTA02H3 F","TUT0003","","MO","14:00","15:00","AA 206","",""
"ANTA02H3 F","TUT0004","","MO","16:00","17:00","HW 408","",""
"ANTA02H3 F","TUT0005","","TU","09:00","10:00","BV 260","","Classroom changed. 09/11/12"
"ANTA02H3 F","TUT0006","","TU","10:00","11:00","BV 260","","Classroom changed. 09/11/12"
"ANTA02H3 S","LEC01","W","MO","10:00","12:00","SY 110","M.Cummings",""
"ANTA02H3 S","LEC02","W","TU","12:00","14:00","AA 112","M.Cummings","Time and Room Changed 07/13/2012"
"ANTA02H3 S","TUT0001","","MO","12:00","13:00","AA 209","",""
"ANTA02H3 S","TUT0002","","MO","13:00","14:00","HW 214","","Room Changed 09/05/2012"
"ANTA02H3 S","TUT0003","","MO","14:00","15:00","MW 160","","Room changed. 12/04/12"
"ANTA02H3 S","TUT0004","","MO","15:00","16:00","HW 215","",""
"ANTA02H3 S","TUT0005","","MO","16:00","17:00","HW 215","",""
"ANTA02H3 S","TUT0006","","WE","09:00","10:00","HW 308","",""
"ANTA02H3 S","TUT0007","","WE","10:00","11:00","HW 308","",""
"ANTA02H3 S","TUT0008","","TU","16:00","17:00","BV 260","","Room changed 12/03/12"
"ANTA02H3 S","TUT0009","","TU","17:00","18:00","BV 264","",""
"ANTA02H3 S","TUT0010","","TU","18:00","19:00","BV 264","",""
"ANTA02H3 S","TUT0011","","TH","09:00","10:00","BV 260","",""
"ANTA02H3 S","TUT0012","","TH","10:00","11:00","BV 260","",""
"ANTA02H3 S","TUT0013","","TH","11:00","12:00","SW 319","","Room Changed 09/05/2012"
"ANTA02H3 S","TUT0014","","TH","12:00","13:00","HW 216","",""
"ANTA02H3 S","TUT0015","","WE","11:00","12:00","HW 402","","Added. 08/13/12"
"ANTB01H3 F","LEC01","W","TH","13:00","15:00","MW 120","L.Bell",""
"ANTB05H3 F","LEC01","W","MO","14:00","16:00","MW 170","J.Fokwang",""
"ANTB14H3 F","LEC01","W","TU","13:00","15:00","SW 128","M.Schillaci",""
"ANTB14H3 F","TUT0001","","TU","11:00","12:00","MW 329","","Time Changed on 07/04/2012"
"ANTB14H3 F","TUT0002","","TU","12:00","13:00","MW 329","","Time Changed on 07/04/2012"
"ANTB14H3 F","TUT0003","","TU","15:00","16:00","MW 329","","Time Changed on 07/04/2012"
"ANTB14H3 F","TUT0004","","TU","16:00","17:00","MW 329","","Time Changed on 07/04/2012"
"ANTB15H3 F","LEC01","W","MO","11:00","13:00","SW 309","L.Sawchuk",""
"ANTB15H3 F","TUT0001","","MO","13:00","14:00","MW 170","","Modified on 06/29/2012"
"ANTB15H3 F","TUT0002","","MO","16:00","17:00","MW 170","","Modified on 06/29/2012"
"ANTB15H3 F","TUT0003","","MO","09:00","10:00","MW 170","","Modified on 06/29/2012"
"ANTB18H3 S","LEC01","W","TH","14:00","16:00","SW 128","C.Krupa","Added 08/01/2012"
"ANTB19H3 F","LEC01","W","WE","15:00","17:00","HW 216","D.Young",""
"ANTB19H3 F","TUT0001","","MO","10:00","11:00","AA 209","",""
"ANTB19H3 F","TUT0002","","MO","11:00","12:00","AA 209","",""
"ANTB19H3 F","TUT0003","","MO","13:00","14:00","BV 363","",""
"ANTB19H3 F","TUT0004","","MO","14:00","15:00","BV 363","",""
"ANTB19H3 F","TUT0005","","MO","15:00","16:00","BV 363","",""
"ANTB20H3 S","LEC01","W","MO","15:00","17:00","AA 112","G.Daswani",""
"ANTB20H3 S","TUT0001","","MO","09:00","10:00","BV 260","",""
"ANTB20H3 S","TUT0002","","MO","10:00","11:00","BV 260","",""
"ANTB20H3 S","TUT0003","","MO","11:00","12:00","BV 260","",""
"ANTB20H3 S","TUT0004","","MO","12:00","13:00","BV 355","",""
"ANTB20H3 S","TUT0005","","MO","13:00","14:00","BV 355","",""
"ANTB20H3 S","TUT0006","","MO","14:00","15:00","BV 355","",""
"ANTB21H3 S","LEC01","W","WE","11:00","13:00","MW 170","J.Taylor",""
"ANTB21H3 S","TUT0001","","WE","15:00","16:00","MW 160","","Time Changed 07/06/2012"
"ANTB21H3 S","TUT0002","","WE","16:00","17:00","MW 160","","Time Changed 07/06/2012"
"ANTB21H3 S","TUT0003","","WE","14:00","15:00","PO 101","","Added 12/04/12"
"ANTB22H3 S","LEC01","W","TH","13:00","15:00","MW 170","J.Parga",""
"ANTB65H3 S","LEC01","W","TH","11:00","13:00","MW 140","G.Gillison",""
"ANTC03H3 F","LEC01","W,C","","","","Dir. Reading","Faculty",""
"ANTC03H3 S","LEC01","W,C","","","","Dir. Reading","Faculty",""
"ANTC04H3 F","LEC01","W,C","","","","Dir. Reading","Faculty",""
"ANTC04H3 S","LEC01","W,C","","","","Dir. Reading","Faculty",""
"ANTC07H3 F","LEC01","W","WE","10:00","12:00","MW 140","L.Mortensen",""
"ANTC09H3 S","LEC01","W","MO","14:00","16:00","MW 140","M.Shohet",""
"ANTC10H3 S","LEC01","W","MO","10:00","12:00","MW 120","J.Stinson",""
"ANTC15H3 F","LEC01","W","MO","11:00","13:00","MW 140","G.Gillison","Room changed .09/19/12"
"ANTC17H3 S","LEC01","W","WE","13:00","15:00","MW 329","M.Silcox",""
"ANTC19H3 F","LEC01","W","TU","10:00","12:00","HW 214","C.Kalocsai",""
"ANTC20H3 S","LEC01","W","TU","15:00","17:00","MW 120","J.Fokwang",""
"ANTC31H3 S","LEC01","W","WE","14:00","16:00","MW 140","D.Young",""
"ANTC33H3 F","LEC01","W","TH","10:00","12:00","MW 160","G.Daswani",""
"ANTC41H3 S","LEC01","W","MO","11:00","13:00","MW 160","L.Tripp",""
"ANTC47H3 F","LEC01","W","WE","11:00","14:00","MW 329","M.Schillaci",""
"ANTC48H3 S","LEC01","W","TU","12:00","16:00","MW 329","G.Dewar",""
"ANTC60H3 F","LEC01","W","TU","15:00","17:00","MW 120","M.Cummings",""
"ANTC61H3 F","LEC01","W","TU","13:00","15:00","BV 264","B.Dahl",""
"ANTC61H3 F","TUT0001","","TU","16:00","17:00","HW 214","",""
"ANTC61H3 F","TUT0002","","TU","17:00","18:00","HW 214","",""
"ANTC67H3 F","LEC01","W","TU","14:00","16:00","MW 160","L.Sawchuk",""
"ANTC67H3 F","LEC02","W","TH","16:00","18:00","MW 160","L.Sawchuk","Added. 08/14/12"
"ANTC67H3 F","TUT0001","","TU","10:00","11:00","AA 206","","Room Changed 08/29/2012"
"ANTC67H3 F","TUT0002","","TU","11:00","12:00","AA 206","","Room Changed 08/29/2012"
"ANTC67H3 F","TUT0003","","TH","12:00","13:00","AA 206","","Added. 08/14/12"
"ANTC67H3 F","TUT0004","","TH","13:00","14:00","AA 208","","Added. 08/14/12"
"ANTC68H3 S","LEC01","W","TU","15:00","17:00","MW 170","R.Song",""
"ANTC68H3 S","LEC02","W","TH","09:00","11:00","MW 170","E.Bryce","Added. 08/15/12"
"ANTC68H3 S","LEC03","W","TH","16:00","18:00","SW 128","E.Bryce","Room changed 12/21/12"
"ANTD04H3 S","LEC01","W","","","","","","Cancelled 07/24/2012"
"ANTD05H3 S","LEC01","W","WE","10:00","13:00","MW 296","L.Mortensen",""
"ANTD06H3 S","LEC01","W","TU","11:00","13:00","MW 296","D.Young",""
"ANTD15H3 F","LEC01","W","TH","15:00","17:00","MW 140","G.Daswani",""
"ANTD17H3 F","LEC01","W","MO","11:00","13:00","MW 329","M.Schillaci",""
"ANTD25H3 S","LEC01","W","WE","11:00","13:00","MW 262","M.Schillaci",""
"ANTD31H3 F","LEC01","W","","","","Adv. Research","Faculty",""
"ANTD31H3 S","LEC01","W,C","","","","Adv. Research","Faculty",""
"ANTD32H3 S","LEC01","W,C","","","","Adv. Research","Faculty",""
"ANTD35H3 S","LEC01","W","TH","11:00","13:00","MW 329","G.Dewar",""
"ANTD99H3 F","LEC01","W","TU","12:00","14:00","MW 264","M.Silcox",""
"ASTA01H3 F","LEC01","W","TU","10:00","11:00","SY 110","P.Artymowicz",""
"ASTA01H3 F","LEC01","","TH","10:00","11:00","SY 110","",""
"ASTA01H3 F","TUT0001","","TH","12:00","13:00","BV 361","",""
"ASTA01H3 F","TUT0002","","TH","13:00","14:00","BV 361","",""
"ASTA01H3 F","TUT0003","","TH","14:00","15:00","BV 361","",""
"ASTA01H3 F","TUT0004","","TH","15:00","16:00","BV 361","",""
"ASTA01H3 F","TUT0005","","TH","09:00","10:00","BV 264","","Room Changed 08/28/2012"
"ASTA01H3 F","TUT0006","","TH","11:00","12:00","BV 361","",""
"ASTA01H3 F","TUT0007","","TH","16:00","17:00","BV 361","",""
"ASTA02H3 S","LEC01","W","TU","10:00","11:00","SW 128","P.Khavari","Instructor Added: Jan 10/13"
"ASTA02H3 S","LEC01","","TH","10:00","11:00","SW 128","",""
"ASTA02H3 S","TUT0001","","TH","12:00","13:00","BV 361","",""
"ASTA02H3 S","TUT0002","","TH","12:00","13:00","AA 205","",""
"ASTA02H3 S","TUT0003","","TH","13:00","14:00","BV 361","",""
"ASTA02H3 S","TUT0004","","TH","13:00","14:00","AA 205","",""
"ASTB03H3 S","LEC30","W","TU","19:00","21:00","HW 408","E.Shaver","Room Changed: Dec 3/12"
"ASTB23H3 F","LEC01","W","TH","12:00","14:00","BV 355","B.Wilson","Time Change 07/10/2012"
"ASTB23H3 F","TUT0001","","TU","12:00","13:00","AA 208","","Classroom changed. 09/18/12"
"ASTC25H3 S","LEC01","W","TH","13:00","15:00","MW 223","P.Artymowicz",""
"ASTC25H3 S","TUT0001","","TH","11:00","12:00","BV 361","","Time Changed 07/06/2012"
"ASTD01H3 F","LEC01","W,C","","","","Research Proj.","G.Lorincz",""
"ASTD01H3 S","LEC01","W,C","","","","Research Proj.","G.Lorincz",""
"ASTD02H3 F","LEC01","W,C","","","","Supervised Reading","G.Lorincz",""
"ASTD02H3 S","LEC01","W,C","","","","Supervised Reading","G.Lorincz",""
"BIOA01H3 F","LEC01","W,C","TU","11:00","12:00","AA 112","M.Fitzpatrick/B.Treanor/K.Williams/R.Marushia","For BIOA01 inquires please contact Robin Marushia at rmarushia@utsc.utoronto.ca"
"BIOA01H3 F","LEC01","","TH","11:00","12:00","AA 112","",""
"BIOA01H3 F","LEC01","","FR","10:00","11:00","AC 223","",""
"BIOA01H3 F","LEC02","W,C","TU","13:00","14:00","AC 223","M.Fitzpatrick/B.Treanor/K.Williams/R.Marushia","For BIOA01 inquires please contact Robin Marushia at rmarushia@utsc.utoronto.ca"
"BIOA01H3 F","LEC02","","TH","13:00","14:00","AC 223","",""
"BIOA01H3 F","LEC02","","FR","12:00","13:00","AC 223","",""
"BIOA01H3 F","PRA0001","","TU","12:00","15:00","SW 237","",""
"BIOA01H3 F","PRA0002","","TU","12:00","15:00","SW 237","",""
"BIOA01H3 F","PRA0003","","TU","12:00","15:00","SW 240","",""
"BIOA01H3 F","PRA0004","","TU","12:00","15:00","SW 240","",""
"BIOA01H3 F","PRA0005","","TU","15:00","18:00","SW 237","",""
"BIOA01H3 F","PRA0006","","TU","15:00","18:00","SW 237","",""
"BIOA01H3 F","PRA0007","","TU","15:00","18:00","SW 240","",""
"BIOA01H3 F","PRA0008","","TU","15:00","18:00","SW 240","","Added 07/20/2012"
"BIOA01H3 F","PRA0009","","TU","18:00","21:00","SW 237","",""
"BIOA01H3 F","PRA0010","","TU","18:00","21:00","SW 237","",""
"BIOA01H3 F","PRA0011","","TU","18:00","21:00","SW 240","",""
"BIOA01H3 F","PRA0012","","TU","18:00","21:00","SW 240","",""
"BIOA01H3 F","PRA0013","","WE","10:00","13:00","SW 237","",""
"BIOA01H3 F","PRA0014","","WE","10:00","13:00","SW 237","",""
"BIOA01H3 F","PRA0015","","WE","10:00","13:00","SW 240","",""
"BIOA01H3 F","PRA0016","","WE","10:00","13:00","SW 240","",""
"BIOA01H3 F","PRA0017","","WE","13:00","16:00","SW 237","",""
"BIOA01H3 F","PRA0018","","WE","13:00","16:00","SW 237","",""
"BIOA01H3 F","PRA0019","","WE","13:00","16:00","SW 240","","Added 07/20/2012"
"BIOA01H3 F","PRA0020","","WE","13:00","16:00","SW 240","",""
"BIOA01H3 F","PRA0021","","TH","09:00","12:00","SW 237","",""
"BIOA01H3 F","PRA0022","","TH","09:00","12:00","SW 237","",""
"BIOA01H3 F","PRA0023","","TH","09:00","12:00","SW 240","",""
"BIOA01H3 F","PRA0024","","TH","09:00","12:00","SW 240","",""
"BIOA01H3 F","PRA0025","","TH","12:00","15:00","SW 237","",""
"BIOA01H3 F","PRA0026","","TH","12:00","15:00","SW 237","",""
"BIOA01H3 F","PRA0027","","TH","12:00","15:00","SW 240","",""
"BIOA01H3 F","PRA0028","","TH","12:00","15:00","SW 240","",""
"BIOA01H3 F","PRA0029","","TH","15:00","18:00","SW 237","",""
"BIOA01H3 F","PRA0030","","TH","15:00","18:00","SW 237","",""
"BIOA01H3 F","PRA0031","","TH","15:00","18:00","SW 240","",""
"BIOA01H3 F","PRA0032","","TH","15:00","18:00","SW 240","",""
"BIOA01H3 F","PRA0033","","TH","18:00","21:00","SW 237","",""
"BIOA01H3 F","PRA0034","","TH","18:00","21:00","SW 237","",""
"BIOA01H3 F","PRA0035","","TH","18:00","21:00","SW 240","","Added 07/20/2012"
"BIOA01H3 F","PRA0036","","TH","18:00","21:00","SW 240","","Added. 08/20/12"
"BIOA02H3 S","LEC01","W,C","TU","11:00","12:00","AA 112","S.Reid/I.Stehlik/C.Soros/R.Marushia","For BIOA02 inquires please contact Robin Marushia at rmarushia@utsc.utoronto.ca"
"BIOA02H3 S","LEC01","","TH","11:00","12:00","AA 112","",""
"BIOA02H3 S","LEC01","","FR","10:00","11:00","AC 223","",""
"BIOA02H3 S","LEC02","W,C","TU","13:00","14:00","AC 223","S.Reid/I.Stehlik/C.Soros/R.Marushia","For BIOA02 inquires please contact Robin Marushia at rmarushia@utsc.utoronto.ca"
"BIOA02H3 S","LEC02","","TH","13:00","14:00","AC 223","",""
"BIOA02H3 S","LEC02","","FR","11:00","12:00","AC 223","",""
"BIOA02H3 S","PRA0001","","TU","12:00","15:00","SW 237","",""
"BIOA02H3 S","PRA0002","","TU","12:00","15:00","SW 237","",""
"BIOA02H3 S","PRA0003","","TU","12:00","15:00","SW 240","",""
"BIOA02H3 S","PRA0004","","TU","12:00","15:00","SW 240","",""
"BIOA02H3 S","PRA0005","","TU","15:00","18:00","SW 237","",""
"BIOA02H3 S","PRA0006","","TU","15:00","18:00","SW 237","",""
"BIOA02H3 S","PRA0007","","TU","15:00","18:00","SW 240","",""
"BIOA02H3 S","PRA0008","","TU","15:00","18:00","SW 240","","Added 07/20/2012"
"BIOA02H3 S","PRA0009","","TU","18:00","21:00","SW 237","",""
"BIOA02H3 S","PRA0010","","TU","18:00","21:00","SW 237","",""
"BIOA02H3 S","PRA0011","","TU","18:00","21:00","SW 240","",""
"BIOA02H3 S","PRA0012","","TU","18:00","21:00","SW 240","",""
"BIOA02H3 S","PRA0013","","WE","10:00","13:00","SW 237","",""
"BIOA02H3 S","PRA0014","","WE","10:00","13:00","SW 237","",""
"BIOA02H3 S","PRA0015","","WE","10:00","13:00","SW 240","",""
"BIOA02H3 S","PRA0016","","WE","10:00","13:00","SW 240","",""
"BIOA02H3 S","PRA0017","","WE","13:00","16:00","SW 237","",""
"BIOA02H3 S","PRA0018","","WE","13:00","16:00","SW 237","",""
"BIOA02H3 S","PRA0019","","WE","13:00","16:00","SW 240","","Added 07/20/2012"
"BIOA02H3 S","PRA0020","","WE","13:00","16:00","SW 240","",""
"BIOA02H3 S","PRA0021","","TH","09:00","12:00","SW 237","",""
"BIOA02H3 S","PRA0022","","TH","09:00","12:00","SW 237","",""
"BIOA02H3 S","PRA0023","","TH","09:00","12:00","SW 240","",""
"BIOA02H3 S","PRA0024","","TH","09:00","12:00","SW 240","",""
"BIOA02H3 S","PRA0025","","TH","12:00","15:00","SW 237","",""
"BIOA02H3 S","PRA0026","","TH","12:00","15:00","SW 237","",""
"BIOA02H3 S","PRA0027","","TH","12:00","15:00","SW 240","",""
"BIOA02H3 S","PRA0028","","TH","12:00","15:00","SW 240","",""
"BIOA02H3 S","PRA0029","","TH","15:00","18:00","SW 237","",""
"BIOA02H3 S","PRA0030","","TH","15:00","18:00","SW 237","",""
"BIOA02H3 S","PRA0031","","TH","15:00","18:00","SW 240","",""
"BIOA02H3 S","PRA0032","","TH","15:00","18:00","SW 240","",""
"BIOA02H3 S","PRA0033","","TH","18:00","21:00","SW 237","",""
"BIOA02H3 S","PRA0034","","TH","18:00","21:00","SW 237","","Added 07/20/2012"
"BIOA02H3 S","PRA0035","","","","","","","Cancelled 11/12/12"
"BIOB10H3 F","LEC01","W,C","TU","16:00","18:00","AC 223","R.Harrison",""
"BIOB10H3 F","TUT0001","","TH","17:00","19:00","AC 223","","Held every 3rd week, alternates with B34 and B51"
"BIOB11H3 S","LEC01","W,C","TU","12:00","13:00","AC 223","C.Riggs",""
"BIOB11H3 S","LEC01","","TH","12:00","13:00","AC 223","",""
"BIOB11H3 S","TUT0001","","TH","17:00","19:00","AC 223","","Held every 3 week, alternates with BIOB31 and B50"
"BIOB12H3 S","LEC01","W,C","MO","09:00","10:00","SW 309","A.Ashok",""
"BIOB12H3 S","PRA0001","","MO","10:00","13:00","SW 133","",""
"BIOB12H3 S","PRA0001","","WE","10:00","13:00","SW 133","",""
"BIOB12H3 S","PRA0002","","MO","10:00","13:00","SW 135","",""
"BIOB12H3 S","PRA0002","","WE","10:00","13:00","SW 135","",""
"BIOB12H3 S","PRA0003","","MO","14:00","17:00","SW 133","",""
"BIOB12H3 S","PRA0003","","WE","14:00","17:00","SW 133","",""
"BIOB12H3 S","PRA0004","","MO","14:00","17:00","SW 135","",""
"BIOB12H3 S","PRA0004","","WE","14:00","17:00","SW 135","",""
"BIOB12H3 S","PRA0005","","TU","08:00","11:00","SW 133","","Added 07/30/2012"
"BIOB12H3 S","PRA0005","","TH","08:00","11:00","SW 133","",""
"BIOB12H3 S","PRA0006","","TU","08:00","11:00","SW 135","",""
"BIOB12H3 S","PRA0006","","TH","08:00","11:00","SW 135","",""
"BIOB31H3 S","LEC01","W","TU","15:00","17:00","SY 110","C.Soros-Pottroff","Classroom changed. 11/30/12"
"BIOB31H3 S","TUT0001","","TH","17:00","19:00","AC 223","","Held every 3 week, alternates with BIOB11 and B50"
"BIOB32H3 S","LEC01","W,C","MO","11:00","12:00","HW 216","K.Welch Jr.",""
"BIOB32H3 S","PRA0001","","MO","13:00","16:00","SW 321","",""
"BIOB32H3 S","PRA0002","","MO","13:00","16:00","SW 323","",""
"BIOB32H3 S","PRA0003","","TU","11:00","14:00","SW 321","",""
"BIOB32H3 S","PRA0004","","TU","14:00","17:00","SW 321","",""
"BIOB32H3 S","PRA0006","","WE","11:00","14:00","SW 323","",""
"BIOB32H3 S","PRA0007","","WE","14:00","17:00","SW 321","",""
"BIOB33H3 F","LEC01","W,C,I","WE","11:00","13:00","IC 130","C.Soros-Pottroff",""
"BIOB33H3 F","PRA0001","","MO","10:00","13:00","SW 321","",""
"BIOB33H3 F","PRA0002","","MO","10:00","13:00","SW 323","",""
"BIOB33H3 F","PRA0003","","MO","14:00","17:00","SW 321","",""
"BIOB33H3 F","PRA0004","","MO","14:00","17:00","SW 323","",""
"BIOB33H3 F","PRA0005","","MO","19:00","22:00","SW 321","","Open to all students, 08/21/12"
"BIOB33H3 F","PRA0006","","MO","19:00","22:00","SW 323","","Reserved for Paramedicine students"
"BIOB33H3 F","PRA0007","","TU","09:00","12:00","SW 321","",""
"BIOB33H3 F","PRA0008","","TU","09:00","12:00","SW 323","","Added 07/20/2012"
"BIOB33H3 F","PRA0009","","TU","13:00","16:00","SW 321","","Added 07/20/2012"
"BIOB33H3 F","PRA0010","","TU","13:00","16:00","SW 323","","Added: Aug 20/12"
"BIOB33H3 F","PRA0011","","WE","13:00","16:00","SW 323","","Added: 09/07/12"
"BIOB34H3 F","LEC01","W,C","TU","12:00","13:00","AC 223","R.Da Silva",""
"BIOB34H3 F","LEC01","","TH","12:00","13:00","AC 223","",""
"BIOB34H3 F","TUT0001","","TH","17:00","19:00","AC 223","","Held every 3rd week, alternates with B10 and B51"
"BIOB50H3 S","LEC01","W,C","TU","10:00","11:00","AC 223","M.Cadotte",""
"BIOB50H3 S","LEC01","","TH","10:00","11:00","AC 223","",""
"BIOB50H3 S","TUT0001","","TH","17:00","19:00","AC 223","","Held every 3 week, alternates with BIOB11 and B31"
"BIOB51H3 F","LEC01","W,C","TU","10:00","11:00","AC 223","M.Andrade",""
"BIOB51H3 F","LEC01","","TH","10:00","11:00","AC 223","",""
"BIOB51H3 F","TUT0001","","TH","17:00","19:00","AC 223","",""
"BIOB52H3 F","LEC01","W,C","TU","11:00","12:00","HW 215","M.McCusker",""
"BIOB52H3 F","PRA0001","","WE","09:00","13:00","SW 321","",""
"BIOB52H3 F","PRA0003","","WE","13:00","17:00","SW 321","",""
"BIOB98H3 F","LEC01","W,C","","","","Sup. Ind. Research","K.Welch Jr./M.Cadotte",""
"BIOB98H3 S","LEC01","W,C","","","","Sup. Ind. Research","K.Welch Jr./M.Cadotte",""
"BIOB99H3 F","LEC01","W,C","","","","Sup. Ind. Research","K.Welch Jr./M.Cadotte",""
"BIOB99H3 S","LEC01","W,C","","","","Sup. Ind. Research","K.Welch Jr./M.Cadotte",""
"BIOC10H3 S","LEC01","W","WE","14:00","16:00","BV 260","A.Ashok",""
"BIOC10H3 S","TUT0001","","MO","15:00","16:00","BV 363","","Added 10/02/12"
"BIOC12H3 F","LEC01","W","MO","13:00","15:00","SY 110","R.Zhao",""
"BIOC12H3 F","LEC01","","TH","11:00","12:00","SY 110","",""
"BIOC13H3 S","LEC01","W","WE","11:00","13:00","HW 216","D.Bawa",""
"BIOC13H3 S","LEC01","","TH","12:00","13:00","SY 110","",""
"BIOC14H3 S","LEC01","W","TH","10:00","12:00","SY 110","P.McGowan",""
"BIOC14H3 S","TUT0001","","MO","11:00","12:00","MW 262","","Time Changed 07/23/2012"
"BIOC14H3 S","TUT0002","","MO","12:00","13:00","MW 262","","Time Changed 07/23/2012"
"BIOC14H3 S","TUT0003","","MO","14:00","15:00","BV 363","","Added 07/23/2012"
"BIOC14H3 S","TUT0004","","TH","15:00","16:00","AA 206","","Time Changed 07/23/2012"
"BIOC14H3 S","TUT0005","","TH","16:00","17:00","AA 206","","Added. 08/14/12"
"BIOC15H3 F","LEC01","W,C","WE","09:00","11:00","SW 319","C.Hasenkampf",""
"BIOC15H3 F","LEC01","","FR","08:00","09:00","SW 319","",""
"BIOC15H3 F","PRA0001","","MO","11:00","14:00","SW 248","",""
"BIOC15H3 F","PRA0003","","TU","11:00","14:00","SW 248","","Added 08/01/2012"
"BIOC15H3 F","PRA0004","","TU","11:00","14:00","SW 250","",""
"BIOC15H3 F","PRA0006","","TU","14:00","17:00","SW 250","",""
"BIOC15H3 F","PRA0007","","WE","13:00","16:00","SW 248","",""
"BIOC15H3 F","PRA0008","","WE","13:00","16:00","SW 250","","Added 07/20/2012"
"BIOC16H3 S","LEC01","W,C","TU","14:00","16:00","HW 402","M.Fitzpatrick",""
"BIOC16H3 S","TUT0001","","TH","13:00","15:00","AC 334","",""
"BIOC17H3 S","LEC01","W,C,I","FR","09:00","11:00","SY 110","M.Terebiznik",""
"BIOC17H3 S","PRA0001","","TU","09:00","12:00","SW 248","",""
"BIOC17H3 S","PRA0002","","TU","09:00","12:00","SW 250","",""
"BIOC17H3 S","PRA0003","","TU","14:00","17:00","SW 248","",""
"BIOC17H3 S","PRA0004","","TU","14:00","17:00","SW 250","",""
"BIOC17H3 S","PRA0005","","WE","14:00","17:00","SW 248","",""
"BIOC17H3 S","PRA0006","","WE","14:00","17:00","SW 250","","added: Oct 30/12"
"BIOC17H3 S","PRA0007","","TH","09:00","12:00","SW 248","","Reserved for Paramedicine students"
